Title,Locations,Fun facts,Production company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,Longitude,Latitude,Analysis neighborhood,Imdb_id,Year,Kind,Genres,Plot,Language,Country,Certificates,Runtime,Awards,Imdb_rating,Imdb_votes,Metascore,Box_office,Poster,Rt_score,Metacritic_score
Chance,Marina Blvd between Baker and Fillmore St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,-122.439016,37.8066961,Marina,tt5620076,2016,series,"Drama, Mystery, Thriller","Modern day noir story about Psychiatrist Eldon Chance, who's in a rut. He's middle-aged, his wife wants a divorce, which might put a strain on his relationship with his astute teenage daughter he deeply cares about, and he's getting tired of his professional work. Chance's natural talent for psychoanalysis allows him to easily assess everyone that wants his help but that doesn't mean he can actually cure them or even help them. Everything changes however, when he meets mysterious and attractive Jaclyn Blackstone, who turns out to have both dark secrets and big psychological as well as private problems. But her most immediate problem is her abusive ex-husband Raymond Blackstone, who also happens to be a corrupt cop with connections. Chance falls for Jaclyn and becomes obsessed with helping her but he quickly realizes that he's in over his head. Help eventually comes in the form of a hulking man called D. While clearly a bit unhinged, asocial and disturbed, D is also highly skilled, calculated, smart and efficient and possesses huge knowledge of tactics, weaponry and hand-to-hand combat. He is also highly focused and loyal and agrees to help Chance find a way to deal with the new and dangerous situation he's put himself in over Jaclyn.",English,United States,TV-MA,1,,7.5,11253,,,https://m.media-amazon.com/images/M/MV5BOTc3MDYwNTg4NF5BMl5BanBnXkFtZTgwMTk0NDYzMDI@._V1_SX300.jpg,,
Chance,"Warren's Antiques, 375 9th St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham,Hugh Laurie,Gretchen Mol,Ethan Suplee,-122.4102389,37.7730283,South of Market,tt5620076,2016,series,"Drama, Mystery, Thriller","Modern day noir story about Psychiatrist Eldon Chance, who's in a rut. He's middle-aged, his wife wants a divorce, which might put a strain on his relationship with his astute teenage daughter he deeply cares about, and he's getting tired of his professional work. Chance's natural talent for psychoanalysis allows him to easily assess everyone that wants his help but that doesn't mean he can actually cure them or even help them. Everything changes however, when he meets mysterious and attractive Jaclyn Blackstone, who turns out to have both dark secrets and big psychological as well as private problems. But her most immediate problem is her abusive ex-husband Raymond Blackstone, who also happens to be a corrupt cop with connections. Chance falls for Jaclyn and becomes obsessed with helping her but he quickly realizes that he's in over his head. Help eventually comes in the form of a hulking man called D. While clearly a bit unhinged, asocial and disturbed, D is also highly skilled, calculated, smart and efficient and possesses huge knowledge of tactics, weaponry and hand-to-hand combat. He is also highly focused and loyal and agrees to help Chance find a way to deal with the new and dangerous situation he's put himself in over Jaclyn.",English,United States,TV-MA,1,,7.5,11253,,,https://m.media-amazon.com/images/M/MV5BOTc3MDYwNTg4NF5BMl5BanBnXkFtZTgwMTk0NDYzMDI@._V1_SX300.jpg,,
After the Hunt,Mason St. between California and Sacramento St,,Big Indie Helios Inc.,Amazon MGM Studios,Luca Guadagnino,Nora Garrett,Julia Roberts,Ayo Edebiri,Andrew Garfield,-122.411044,37.7919072,Nob Hill,tt32159989,2025,movie,"Crime, Drama, Thriller",A college professor finds herself at a personal and professional crossroads when a star pupil levels an accusation against one of her colleagues and a dark secret from her own past threatens to come to light.,"English, German","United States, Italy",R,138,2 wins & 5 nominations total,5.7,21862,52,"$3,258,830 ",https://m.media-amazon.com/images/M/MV5BMzYyOTAwODEtZTY4My00MjVkLWJjYjUtMjE2N2UzYTE3MTY3XkEyXkFqcGc@._V1_SX300.jpg,37%,52/100
Ant-Man,Lombard at Hyde,,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,-122.4196461,37.8020026,Russian Hill,tt0478970,2015,movie,"Action, Comedy, Sci-Fi","Armed with the astonishing ability to shrink in scale but increase in strength, con-man Scott Lang must embrace his inner-hero and help his mentor, Dr. Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",English,United States,PG-13,117,Nominated for 1 BAFTA Award4 wins & 34 nominations total,7.2,769979,64,"$180,202,163 ",https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,83%,64/100
Red Widow,2nd St & Howard,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,-122.3982731,37.7867835,Financial District/South Beach,tt2215399,2013,series,"Crime, Drama, Thriller",A widow learns that her husband was a mobster and soon finds herself in the world of organized crime as she takes her revenge on those who murdered him.,English,United States,TV-PG,60,,6.5,3211,,,https://m.media-amazon.com/images/M/MV5BODMwNDU0OTU3N15BMl5BanBnXkFtZTcwODI2NjAwOQ@@._V1_SX300.jpg,,
How Stella Got Her Groove Back,Marriot Hotel (55 4th Street at Market),,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Kevin Rodney Sullivan,Terry McMillan,Angela Bassett,Taye Diggs,,-122.4046809,37.785128,Financial District/South Beach,tt0120703,1998,movie,"Comedy, Drama, Romance","Stella Payne (Angela Bassett) is a highly successful, forty-something San Francisco, California stock broker who is persuaded by her colorful New York City girlfriend Delilah Abraham (Whoopi Goldberg) to take a well deserved, first-class vacation to Jamaica. As she soaks in the beauty of the island, she encounters a strapping, young islander, Winston Shakespeare (Taye Diggs). His pursuits for her turn into a hot and steamy romance that forces Stella to take personal inventory of her life and try to find a balance between her desire for love and companionship, and the responsibilities of mother and corporate executive.",English,United States,R,124,4 wins & 8 nominations,5.7,8508,56,"$37,672,941 ",https://m.media-amazon.com/images/M/MV5BOTg5Yzk0NjItZTBkZS00NTc4LTgwZGMtYWU3YTYzNjZlYTEwXkEyXkFqcGc@._V1_SX300.jpg,51%,56/100
Can't Stop the Music,101 Henry Adams Place,,EMI Films,Associated Film Distribution (AFD),Nancy Walker,Allan Carr,Ray Simpson,David Hodo,Felipe Rose,-122.4034548,37.7681477,Mission Bay,tt0080492,1980,movie,"Biography, Comedy, Musical","In this pseudo audio biography of the Village People, Jack Morell (a thinly disguised caricature of the group's founder, Jacques Morali) is a struggling composer desperate to gain fame with his songs, but all he needs is a group to sing them. With the help of his roommate Samantha and a lawyer named Ron, Jack forms a group of six ""macho men"" from his Greenwich Village neighborhood, and the rest of the film details their rise to fame from New York City to a climatic concert in San Francisco.",English,"United States, United Kingdom",PG,124,4 wins & 11 nominations,4.2,4600,,,https://m.media-amazon.com/images/M/MV5BMmY1Y2FlZDItMjU5OC00YTM1LWE4Y2QtYTFmZTJlOTMzMTgzXkEyXkFqcGc@._V1_SX300.jpg,22%,
Dream with the Fishes,Pier 39,,3 Ring Circus Films,Sony Pictures Classics,Finn Taylor,Finn Taylor & Jeffrey Brown,David Arquette,Brad Hunt,,-122.409821,37.808673,North Beach,tt0119019,1997,movie,"Comedy, Drama","Terry is a suicidal voyeur who doesn't seem to be able to kill himself. While preparing for jumping off a bridge, he meets Nick who ends up saving his life. Terry discovers that Nick is terminally ill and doesn't have much time left. Scared by the lack of time, Nick offers Terry a deal he can't refuse: Terry will become the beneficiary of Nick's life insurance or, since money doesn't matter to Terry, Nick promises to kill him before he dies. All Nick asks is Terry's help to realize a few fantasies before dying.",English,United States,R,97,,6.9,1926,,"$543,708 ",https://m.media-amazon.com/images/M/MV5BNzgzNmY1ODktNzMwZi00ZGJiLTk3MDEtYzQ0ZGZkZTg4Y2JiXkEyXkFqcGc@._V1_SX300.jpg,62%,
Nine Months,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,-122.4101808,37.8016649,North Beach,tt0113986,1995,movie,"Comedy, Romance","Samuels life is perfect. That is, until he finds out his girlfriend is pregnant. Now he must face the issues that come with being an expecting father, in a most entertaining way.","English, Russian",United States,PG-13,103,1 win & 2 nominations total,5.5,39483,47,"$69,684,532 ",https://m.media-amazon.com/images/M/MV5BMTQ2NGNiMDgtMDUyNy00MmU0LThhYzQtMTM1YmI3ZTFmOWQyXkEyXkFqcGc@._V1_SX300.jpg,26%,47/100
Blue Jasmine,330 Santa Clara Ave.,,Perdido Productions,Sony Pictures Classics,Woody Allen,Woody Allen,Cate Blanchett,Alec Baldwin,Peter Sarsgaard,-122.4665485,37.7342903,West of Twin Peaks,tt2334873,2013,movie,"Comedy, Drama, Romance","Jasmine French used to be on the top of the heap as a New York socialite, but now is returning to her estranged sister in San Francisco utterly ruined. As Jasmine struggles with her haunting memories of a privileged past bearing dark realities she ignored, she tries to recover in her present. Unfortunately, it all proves a losing battle as Jasmine's narcissistic hangups and their consequences begin to overwhelm her. In doing so, her old pretensions and new deceits begin to foul up everyone's lives, especially her own.",English,United States,PG-13,98,Won 1 Oscar. 56 wins & 83 nominations total,7.3,218419,78,"$33,405,481 ",https://m.media-amazon.com/images/M/MV5BMTc0ODk5MzEyMV5BMl5BanBnXkFtZTcwMzI0MDY1OQ@@._V1_SX300.jpg,90%,78/100
MDMA,3639 Taraval St,,Fire Horse Film Productions LLC,,Annie Wang,Annie Wang,Annie Q,Francesca Eastwood,Pierson Fode,-122.5053735,37.7415774,Sunset/Parkside,tt3664992,2017,movie,"Crime, Drama","""Angie"" (Annie Q), a damaged girl from a tough urban background, is accepted at a prestigious university in the 80s. When her financial aid is cut, she breaks into the organic chemistry lab and synthesizes the drug Ecstasy. She becomes one of the west coast's largest distributors of ""X,"" cutting deals on campus and in posh nightclubs. Her dual life as ""model minority"" coed and profit-driven drug dealer is further complicated by her desire to help ""Bree,"" a young girl from the ghetto who reminds Angie of her own dark past. She lives the high life until her recklessness instigates a sudden tragedy from which she may not recover. Will she learn to give and receive the love necessary to transcend her past and step into the light?",English,United States,Not Rated,98,1 win & 1 nomination,5.3,782,60,,https://m.media-amazon.com/images/M/MV5BN2Q4Y2U0YmQtNmJkZS00YjVmLTg0MTYtYjljNDk1NDg3NDliXkEyXkFqcGc@._V1_SX300.jpg,56%,60/100
Basic Instinct,2104 Broadway,,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,-122.4320436,37.794945,Pacific Heights,tt0103772,1992,movie,"Drama, Mystery, Romance","A former rock star, Johnny Boz, is brutally killed during sex, and the case is assigned to detective Nick Curran of the SFPD. During the investigation, Nick meets Catherine Tramell, a crime novelist who was Boz's girlfriend when he died. Catherine proves to be a very clever and manipulative woman, and though Nick is more or less convinced that she murdered Boz, he is unable to find any evidence. Later, when Nilsen, Nick's rival in the police, is killed, Nick suspects of Catherine's involvement in it. He then starts to play a dangerous lust-filled mind game with Catherine to nail her, but as their relationship progresses, the body count rises and contradicting evidences force Nick to start questioning his own suspicions about Catherine's guilt.","English, Spanish","France, United States",R,127,Nominated for 2 Oscars. 6 wins & 23 nominations total,7.1,241317,43,"$117,727,224 ",https://m.media-amazon.com/images/M/MV5BMjlhMGM2ZWItN2ZhZi00YzU0LTg1MTQtNzczZmY3OGJlOGM4XkEyXkFqcGc@._V1_SX300.jpg,56%,43/100
The Presidio,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,-122.4058222,37.8023949,North Beach,tt0095897,1988,movie,"Action, Crime, Mystery",Jay Austin is now a civilian police detective. Lieutenant Colonel Alan Caldwell was his commanding officer several years before when he left the military police over a disagreement over the handling of a drunk driver. Now a series of murders that cross jurisdictions force them to work together again. That Austin is now dating Caldwell's daughter is not helping the relationship at all.,English,United States,R,97,2 nominations total,6,20728,31,"$20,324,096 ",https://m.media-amazon.com/images/M/MV5BZWI4NGQ5MTktNDRmYy00ODMyLWJmMTYtNzY4NjBkYmQ4ZjNiXkEyXkFqcGc@._V1_SX300.jpg,41%,31/100
#Alive,Pennsylvania at 23rd St,,CBS Corporation - CBS Studios Inc./CBS Television Studios,CBS,Uta Briesewitz,Jason Tracey,Ryan Phillippe,Mageina Tovah,Katrina Law,-122.393008,37.755158,Potrero Hill,tt10620868,2020,movie,"Action, Drama, Horror","Without warning, people in the streets of Seoul become extremely violent, cannibalistic, attacking passersby, behaving like zombies. A young man alone in his parents' 4th floor apartment becomes spectator to all this. There're no groceries left in the apartment. He foolishly opens the door and a neighbor forces himself in. He's infected but is finally forced out. TV informs him that the virus is spreading nationwide. As the days pass, the phone and internet stop working, then the water's gone. When all hope is gone, he sees a cute girl in the apartment across from his.",Korean,South Korea,TV-MA,98,1 win & 1 nomination total,6.3,52542,,,https://m.media-amazon.com/images/M/MV5BZTI3ZTExYzktMDcwNC00MzUwLTg2NDQtYzBkYjAxMDAyNzVkXkEyXkFqcGc@._V1_SX300.jpg,,
180,City Hall,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba",Siddarth,Nithya Menon,Priya Anand,-122.4192417,37.779275,Tenderloin,tt1855110,2011,movie,"Drama, Romance","An inquisitive girl, Vidya falls in love with Mano's impulsive ""do it now or hold it forever"" philosophy, without knowing anything about him or where he came from. When she proposes to him, he instinctively decides to flee the city. But destiny stops him. As Vidya travels with him to America, we discover his story, his love, his plight, and his need to live a life of anonymity.","Tamil, Telugu",India,,121,5 nominations total,6.1,903,,,https://m.media-amazon.com/images/M/MV5BMTQ1NDExNTA5Ml5BMl5BanBnXkFtZTcwOTc3MjA2NQ@@._V1_SX300.jpg,,
Family Plot,2230 Sacramento Street,"Called ""1001 Franklin"" in the film.",Universal Pictures,Universal Pictures,Alfred Hitchcock,Ernest Lehman,Karen Black,Bruce Dern,Barbara Harris,-122.4306231,37.7905422,Pacific Heights,tt0074512,1976,movie,"Comedy, Crime, Drama","The medium Madam Blanche Tyler is engaged by the elderly millionaire Julia Rainbird who believes she is a spiritualist. After a séance, Blanche discovers that Julia is tormented by her past, when she forced her sister and unmarried mother Harriet to deliver her baby for adoption to avoid a family scandal. Julia promises the small fortune of ten thousand-dollars to Blanche if she finds her nephew and heir of her fortune using her physic powers. Blanche and her boyfriend George Lumley, who is an unemployed actor working as cab driver, investigate the whereabouts of Julia's nephew. Meanwhile, the greedy jeweler Arthur Adamson kidnaps wealthy people with his girlfriend Fran and requests diamonds for the ransom. When George's investigations conclude that Arthur Adamson might be the heir of Julia Rainbird, the reckless Blanche gets in trouble with the kidnappers.",English,United States,PG,120,2 wins & 6 nominations total,6.8,25814,79,,https://m.media-amazon.com/images/M/MV5BODExM2E0MGUtMzQ5MS00NDBhLTllZDMtYmMwM2MyYzY3Yzg4XkEyXkFqcGc@._V1_SX300.jpg,90%,79/100
